District,Tehsil,Village/Town,Property_Type,Ownership,Size_sq_m,Market_Price,Stamp_Duty%,Registration%,Broker%,Population,Amenities,Road_Access,Nearest_Neigh_km
Sehore,Shyampur,Bilpank,Industrial,Private,2499.3,5789223,6.0,2,1,3538,4,Yes,12.4
Sehore,Rehti,Jetpura Khurd,Mixed-use,Institutional,5433.8,45901155,5.0,3,5,8861,15,Yes,10.6
Sehore,Jawar,Shyampur,Agricultural,Private,13681.8,28985873,6.0,3,1,11357,10,Yes,8.9
Sehore,Budhni,Jamuniya,Agricultural,Government,9035.6,68975623,5.0,3,0,6722,8,Yes,18.1
Sehore,Rehti,Banet Mal,Commercial,Government,13505.7,54827711,5.0,3,0,6541,4,Yes,16.4
Sehore,Ashta,Ladkui,Residential,Government,8828.6,44150887,6.0,3,0,3080,3,Yes,8.4
Sehore,Ashta,Kachhi Barod,Mixed-use,Government,9673.4,26052124,7.5,2,3,9949,8,Yes,12.1
Sehore,Ashta,Nasrullaganj,Residential,Government,10654.3,65888839,6.0,2,3,2445,3,No,7.6
Sehore,Nasrullaganj,Dewas Naka,Residential,Institutional,5360.1,31075806,5.0,3,4,10235,13,Yes,4.6
Sehore,Nasrullaganj,Kachnariya,Commercial,Government,11164.1,18563111,6.0,3,3,8806,13,Yes,5.8
Sehore,Sehore,Bairagarh,Industrial,Institutional,12581.0,57262461,7.5,2,4,4894,13,No,4.0
Sehore,Budhni,Bilkisganj,Industrial,Cooperative,6464.4,28222028,6.0,3,0,5695,3,No,13.0
Sehore,Sehore,Kothri,Commercial,Private,11773.6,26855203,5.0,3,3,9019,1,No,13.3
Sehore,Ashta,Kothrikalan,Commercial,Government,1113.2,2127345,6.0,3,0,6380,11,No,12.7
Sehore,Jawar,Dhodal,Commercial,Government,2335.4,15113875,5.0,3,4,2594,2,Yes,7.6
Sehore,Nasrullaganj,Rasuliya Khurd,Mixed-use,Institutional,6258.1,51897915,5.0,2,2,2544,10,No,3.9
Sehore,Ashta,Ichhawar,Commercial,Cooperative,12466.3,89548838,5.0,2,1,11568,12,Yes,4.2
Sehore,Nasrullaganj,Jhal,Agricultural,Cooperative,5749.4,15348220,6.0,3,0,8092,11,Yes,16.0
Sehore,Shyampur,Sonda,Agricultural,Private,13245.2,49359797,5.0,2,0,1594,2,No,13.4
Sehore,Ashta,Badiyakhedi,Agricultural,Government,10528.9,43624968,5.0,3,3,3659,14,No,1.4
Sehore,Ichhawar,Jamuniya,Commercial,Institutional,4793.6,18040281,5.0,3,2,11070,7,No,18.6
Sehore,Sehore,Bamuliya Kalan,Industrial,Cooperative,3961.9,17948574,6.0,3,1,2748,5,No,14.2
Sehore,Budhni,Budhni,Agricultural,Cooperative,9412.1,33123169,6.0,2,4,6911,6,No,10.7
Sehore,Rehti,Barkheda,Commercial,Private,13006.2,92699418,6.0,3,5,8114,3,Yes,14.8
Sehore,Ashta,Bamuliya Kalan,Industrial,Government,3920.4,31436455,5.0,2,1,9479,2,No,8.8
Sehore,Rehti,Sehore City,Commercial,Government,11828.3,39526149,6.0,3,4,11347,15,Yes,5.8
Sehore,Rehti,Dewas Naka,Mixed-use,Cooperative,12880.9,26992218,5.0,3,5,10788,1,No,0.6
Sehore,Jawar,Dhaturiya Khurd,Mixed-use,Government,1476.6,6825242,7.5,2,1,3213,8,Yes,13.9
Sehore,Nasrullaganj,Karadiya,Residential,Cooperative,7364.5,52490462,6.0,2,3,3279,7,Yes,13.5
Sehore,Sehore,Bankheri,Residential,Private,1085.1,2285813,5.0,2,0,11847,11,No,10.1
Sehore,Nasrullaganj,Paraswada,Industrial,Institutional,11616.7,92438994,5.0,2,1,6978,14,No,13.5
Sehore,Sehore,Budhni,Mixed-use,Government,14082.5,91968621,7.5,3,3,11908,12,Yes,14.0
Sehore,Sehore,Ashta,Agricultural,Institutional,9130.3,30023369,6.0,2,0,9262,6,No,5.7
Sehore,Ashta,Barkheda,Commercial,Government,3982.3,15756884,5.0,2,2,867,14,Yes,1.6
Sehore,Rehti,Bairagarh,Industrial,Private,7169.9,52316361,7.5,2,4,849,4,Yes,5.8
Sehore,Budhni,Nasrullaganj,Agricultural,Private,4137.3,6251440,6.0,3,4,5619,2,Yes,16.7
Sehore,Jawar,Sewas,Residential,Institutional,7764.6,21258946,6.0,3,2,5821,9,Yes,4.0
Sehore,Ashta,Kachhi Barod,Industrial,Institutional,5771.0,26425579,6.0,3,4,4346,1,Yes,19.2
Sehore,Ashta,Kothrikalan,Industrial,Private,6119.6,35802565,7.5,2,3,11547,2,No,2.0
Sehore,Rehti,Sewas,Industrial,Cooperative,14715.8,75622623,6.0,2,0,9368,10,No,16.5
Sehore,Sehore,Ralayati,Agricultural,Government,9986.8,22756431,5.0,3,0,11836,6,Yes,6.7
Sehore,Jawar,Bhatkhedi,Commercial,Institutional,5399.5,28687264,7.5,3,3,5410,8,Yes,11.0
Sehore,Jawar,Rasuliya,Commercial,Government,8711.3,50056315,7.5,2,2,2658,7,No,13.2
Sehore,Budhni,Khejra Khurd,Industrial,Institutional,8428.6,12915032,6.0,3,3,7058,9,No,12.1
Sehore,Jawar,Sehore City,Commercial,Private,2342.2,12000279,5.0,2,3,2978,8,No,8.7
Sehore,Jawar,Bamuliya,Agricultural,Private,9598.5,71874038,7.5,2,1,5291,3,No,18.9
Sehore,Sehore,Kachhi Barod,Commercial,Private,12072.6,57187011,5.0,2,4,9295,15,No,2.6
Sehore,Ashta,Rasuliya Kalan,Industrial,Government,8369.1,56241999,5.0,3,3,7736,8,Yes,2.5
Sehore,Nasrullaganj,Chandbad,Agricultural,Government,10423.9,50512674,7.5,3,1,67,13,Yes,0.3
Sehore,Budhni,Patla,Residential,Private,12423.0,83614541,6.0,2,1,4886,11,No,9.8
Sehore,Ashta,Kachnariya,Industrial,Cooperative,14783.0,25892208,7.5,3,0,11155,10,No,2.3
Sehore,Rehti,Bamuliya Kalan,Industrial,Institutional,11596.5,48949836,6.0,3,2,716,10,No,10.5
Sehore,Jawar,Salkanpur,Agricultural,Institutional,319.9,1893791,6.0,2,1,4662,3,No,13.7
Sehore,Rehti,Bankheri,Industrial,Government,14361.2,35305455,5.0,2,2,4045,10,Yes,9.2
Sehore,Rehti,Doraha Mal,Agricultural,Cooperative,10102.7,44155542,5.0,3,3,10544,10,Yes,1.7
Sehore,Rehti,Rehti,Residential,Private,1113.1,7425171,5.0,3,0,553,9,Yes,2.8
Sehore,Rehti,Harpura Mal,Mixed-use,Government,10067.8,78101602,6.0,3,4,3380,4,No,5.9
Sehore,Jawar,Harpura Kalan,Industrial,Private,9033.8,16824329,7.5,3,3,9391,2,No,7.7
Sehore,Sehore,Rasuliya Kalan,Industrial,Institutional,10207.4,29810928,5.0,2,1,1551,8,Yes,16.4
Sehore,Sehore,Kalapipal,Agricultural,Government,11697.9,24985500,6.0,3,2,9753,15,Yes,19.8
Sehore,Shyampur,Jetpura Kalan,Commercial,Institutional,119.0,890923,7.5,2,0,8997,7,Yes,1.8
Sehore,Sehore,Budhni,Agricultural,Private,8871.3,48577702,6.0,3,1,2396,8,Yes,8.1
Sehore,Jawar,Nasrullaganj,Commercial,Government,4858.4,21214051,7.5,2,3,9852,12,Yes,16.3
Sehore,Budhni,Nasrullaganj,Residential,Private,8872.8,46232495,7.5,2,0,9111,8,Yes,14.6
Sehore,Nasrullaganj,Mangrola,Residential,Government,7938.8,70331240,5.0,3,5,4615,2,No,10.9
Sehore,Ichhawar,Bamuliya Khurd,Residential,Government,816.6,2531539,5.0,3,3,7008,2,Yes,15.4
Sehore,Sehore,Dhaturiya,Mixed-use,Private,7716.7,57768729,5.0,2,5,10456,7,Yes,7.0
Sehore,Nasrullaganj,Paraswada,Agricultural,Cooperative,12714.3,101390433,7.5,2,0,1496,1,No,13.6
Sehore,Jawar,Jetpura Khurd,Commercial,Private,12941.3,57733768,5.0,3,4,8304,5,Yes,2.0
Sehore,Budhni,Kankariya,Commercial,Cooperative,9127.5,43766057,6.0,3,5,521,13,Yes,8.2
Sehore,Shyampur,Kalapipal,Industrial,Private,7675.6,37071075,5.0,2,3,3919,7,No,0.6
Sehore,Sehore,Rasuliya Kalan,Commercial,Cooperative,13870.8,32945654,5.0,2,3,7132,7,No,10.3
Sehore,Ashta,Bilpank,Commercial,Cooperative,9682.2,16314528,6.0,3,1,3118,9,Yes,9.3
Sehore,Jawar,Karadiya,Mixed-use,Private,2102.8,7845940,6.0,3,3,2545,7,No,19.5
Sehore,Shyampur,Pachama,Agricultural,Private,8271.7,20709754,7.5,3,5,8769,1,No,0.7
Sehore,Budhni,Bairagarh,Residential,Cooperative,1711.7,14682614,6.0,3,3,9084,10,Yes,11.5
Sehore,Ichhawar,Pipliya Khurd,Agricultural,Cooperative,5315.7,9262610,7.5,3,0,10671,2,No,10.6
Sehore,Ashta,Nasrullaganj,Agricultural,Private,145.1,845607,6.0,3,4,11584,11,Yes,10.5
Sehore,Shyampur,Harpura Mal,Industrial,Institutional,9620.6,86001856,7.5,2,5,322,13,Yes,11.8
Sehore,Ashta,Bherunda,Residential,Government,5151.2,5694868,7.5,3,5,641,8,No,3.5
Sehore,Ashta,Ladkheda,Mixed-use,Institutional,2306.6,5649474,5.0,2,3,9957,4,Yes,12.7
Sehore,Ashta,Badiyakhedi,Commercial,Private,283.5,2443148,7.5,2,0,2279,13,No,15.7
Sehore,Sehore,Dhaturiya Khurd,Industrial,Government,3952.7,29405881,6.0,3,1,7743,13,No,19.9
Sehore,Rehti,Dewas Naka,Residential,Institutional,4631.7,39685780,7.5,3,3,11163,13,No,5.2
Sehore,Sehore,Bijepur,Industrial,Government,5479.4,18802183,6.0,2,2,5461,12,Yes,5.7
Sehore,Sehore,Gunaur,Mixed-use,Cooperative,5360.7,42842646,5.0,3,4,3298,13,No,11.3
Sehore,Jawar,Bamuliya Mal,Agricultural,Cooperative,9479.3,74293142,6.0,2,3,6466,14,No,10.4
Sehore,Jawar,Kothrikalan,Residential,Cooperative,7133.6,37067608,5.0,3,1,2656,13,No,15.5
Sehore,Jawar,Bamuliya Mal,Agricultural,Institutional,3718.3,32732842,6.0,3,4,568,6,Yes,15.3
Sehore,Nasrullaganj,Karadiya,Residential,Institutional,14918.3,18723193,5.0,3,3,7643,3,Yes,1.1
Sehore,Jawar,Mardikhurd,Commercial,Government,8541.8,56166980,6.0,2,5,8078,15,Yes,16.9
Sehore,Rehti,Khejra,Agricultural,Private,3686.0,30973491,5.0,3,1,5539,9,No,2.3
Sehore,Ashta,Jetpura Khurd,Commercial,Private,4554.5,17070145,7.5,2,4,1593,5,Yes,6.9
Sehore,Budhni,Chandbad,Industrial,Institutional,11594.9,75289356,7.5,2,1,8102,10,No,3.8
Sehore,Budhni,Barkheda,Commercial,Government,9879.8,55414174,6.0,2,3,5914,3,No,16.4
Sehore,Ichhawar,Gunaur,Industrial,Cooperative,13599.2,101300371,6.0,2,5,887,9,No,10.0
Sehore,Jawar,Gunaur,Agricultural,Institutional,4444.9,38388287,6.0,3,0,9939,14,Yes,11.7
Sehore,Rehti,Pandharinath,Residential,Cooperative,10010.2,83938292,6.0,3,2,11260,4,No,14.0
Sehore,Sehore,Chandbad,Industrial,Government,8193.7,15250347,6.0,2,1,7296,5,No,2.0
Sehore,Ichhawar,Kurawar,Agricultural,Cooperative,5668.3,24857917,7.5,2,3,4266,15,Yes,3.6
Sehore,Sehore,Ichhawar,Mixed-use,Institutional,7923.7,40326182,7.5,3,3,2667,1,Yes,8.5
Sehore,Jawar,Bilkisganj,Mixed-use,Cooperative,3668.2,26854147,5.0,3,0,7190,12,No,18.8
Sehore,Nasrullaganj,Dhodal,Residential,Institutional,10838.9,82072675,7.5,2,1,11144,12,No,8.9
Sehore,Budhni,Bhopal Pura,Commercial,Institutional,11742.1,89501542,7.5,2,2,8276,6,Yes,13.2
Sehore,Ichhawar,Nasrullaganj,Commercial,Institutional,9148.5,26881337,6.0,3,0,11183,3,Yes,15.7
Sehore,Jawar,Kachhi Barod,Commercial,Institutional,2057.1,8011366,6.0,3,3,7694,3,Yes,2.3
Sehore,Rehti,Bairagarh,Mixed-use,Private,11247.4,67818294,5.0,2,4,11637,4,No,5.0
Sehore,Rehti,Amlaha,Residential,Private,10310.3,80894921,7.5,3,3,1994,11,Yes,6.5
Sehore,Sehore,Patla,Mixed-use,Private,14235.0,120841215,7.5,2,3,5616,13,Yes,18.2
Sehore,Jawar,Harpura,Mixed-use,Private,12640.4,26924516,7.5,2,5,927,12,No,4.6
Sehore,Ichhawar,Harpura,Residential,Government,6004.3,49230100,6.0,3,1,11181,8,No,15.6
Sehore,Budhni,Ichhawar,Agricultural,Government,8508.0,54957912,6.0,2,3,10592,5,No,17.0
Sehore,Budhni,Bhatkhedi,Commercial,Private,3874.1,13723489,5.0,2,0,2195,13,No,14.9
Sehore,Jawar,Harpura Mal,Industrial,Private,13314.9,92647854,6.0,3,0,2836,10,No,10.1
Sehore,Shyampur,Pipalkheda,Residential,Government,9756.7,13466126,5.0,2,2,6736,11,No,13.6
Sehore,Nasrullaganj,Ladkheda Khurd,Residential,Government,3662.2,16083332,7.5,2,0,1287,15,Yes,16.6
Sehore,Ichhawar,Mogra,Commercial,Private,803.1,5623901,5.0,2,1,4650,7,Yes,2.1
Sehore,Nasrullaganj,Harpura,Commercial,Private,1550.2,8190230,7.5,2,2,3917,3,Yes,15.4
Sehore,Jawar,Banet Mal,Residential,Cooperative,7882.7,53518162,7.5,3,1,6854,14,Yes,4.8
Sehore,Budhni,Dhaturiya Khurd,Industrial,Government,11095.1,64372231,6.0,3,5,8014,7,No,3.8
Sehore,Ashta,Budhni,Agricultural,Government,1285.4,8470780,5.0,2,3,194,8,Yes,8.7
Sehore,Nasrullaganj,Harpura Mal,Agricultural,Private,11933.3,76019117,7.5,3,0,3004,4,No,0.2
Sehore,Rehti,Bilkisganj,Residential,Private,9363.5,69181099,6.0,3,2,6003,7,No,2.9
Sehore,Sehore,Kachnariya,Agricultural,Cooperative,12354.7,71661196,6.0,3,3,1332,4,No,9.0
Sehore,Budhni,Doraha Mal,Mixed-use,Cooperative,11271.2,87595921,5.0,3,3,1795,3,No,15.3
Sehore,Sehore,Ralayati,Mixed-use,Government,14104.1,56106706,6.0,2,3,1662,4,No,15.0
Sehore,Ashta,Dhaturiya,Commercial,Government,10335.9,87038972,6.0,3,0,4996,5,No,17.7
Sehore,Ichhawar,Dewas Naka,Industrial,Government,10934.6,11008822,7.5,2,0,7538,7,Yes,13.7
Sehore,Ichhawar,Ladkheda Khurd,Residential,Institutional,2848.7,14502360,5.0,3,4,6955,4,No,5.3
Sehore,Ashta,Bamuliya,Industrial,Institutional,5706.4,50305677,6.0,3,0,3596,7,Yes,0.2
Sehore,Nasrullaganj,Bijepur,Commercial,Cooperative,10269.0,85892719,5.0,3,5,3769,12,Yes,15.3
Sehore,Ichhawar,Patla,Mixed-use,Private,9946.9,23289048,5.0,3,2,9852,4,No,1.4
Sehore,Nasrullaganj,Jawar,Industrial,Government,8718.8,14435265,6.0,2,1,8464,3,No,9.6
Sehore,Jawar,Budhni,Residential,Private,6739.5,38193498,6.0,2,3,5533,11,No,10.6
Sehore,Nasrullaganj,Bagmau,Industrial,Institutional,8758.0,40202422,7.5,2,2,2691,15,Yes,2.2
Sehore,Budhni,Barkheda,Agricultural,Cooperative,11874.7,105717581,6.0,2,4,10204,9,Yes,19.9
Sehore,Ashta,Jhal,Residential,Cooperative,3232.0,23937192,7.5,3,3,4035,2,No,4.1
Sehore,Budhni,Dhaturiya,Mixed-use,Cooperative,14717.6,57872353,6.0,3,1,6839,2,No,12.0
Sehore,Sehore,Ladkui,Industrial,Private,1403.1,10822730,5.0,2,3,8740,3,Yes,2.4
Sehore,Jawar,Rasuliya Khurd,Residential,Cooperative,1226.7,10953039,6.0,2,5,11446,3,Yes,7.8
Sehore,Jawar,Sonda Khurd,Residential,Government,1227.1,7253832,7.5,3,2,9526,1,Yes,6.3
Sehore,Ashta,Bagwada,Industrial,Government,9052.5,63348315,6.0,3,4,3734,6,No,18.1
Sehore,Jawar,Banet Mal,Mixed-use,Private,2365.0,18458568,7.5,2,4,10406,3,Yes,18.2
Sehore,Rehti,Kachhi Barod,Industrial,Institutional,1120.5,6500683,7.5,2,2,9186,15,Yes,12.6
Sehore,Nasrullaganj,Dewas Naka,Industrial,Government,13576.7,25121640,7.5,2,5,3128,7,Yes,2.5
Sehore,Sehore,Bilpank,Mixed-use,Institutional,5421.5,9657552,5.0,3,2,3879,2,No,7.9
Sehore,Ashta,Kachnariya Kalan,Commercial,Private,13429.8,99485781,7.5,3,4,10887,12,No,15.5
Sehore,Ashta,Dhaturiya Khurd,Mixed-use,Cooperative,10460.8,36056607,7.5,3,1,10365,5,Yes,11.3
Sehore,Ichhawar,Kachhi Barod,Industrial,Cooperative,9569.9,77863410,6.0,2,3,6611,9,Yes,1.4
Sehore,Jawar,Ladkui,Mixed-use,Cooperative,2946.3,13053107,5.0,3,5,2279,2,No,13.2
Sehore,Nasrullaganj,Ashta,Commercial,Institutional,2058.5,4885246,5.0,3,0,11327,10,Yes,16.2
Sehore,Ashta,Sonda,Commercial,Government,11024.1,49289148,6.0,2,0,8967,2,No,5.9
Sehore,Ichhawar,Bairagarh,Mixed-use,Institutional,2397.1,21291038,5.0,2,5,4629,4,No,0.2
Sehore,Nasrullaganj,Ralayati,Industrial,Institutional,10547.2,89691693,5.0,3,5,1117,6,No,19.8
Sehore,Ashta,Bamuliya Kalan,Mixed-use,Institutional,1617.5,8022707,5.0,2,1,7708,1,No,6.3
Sehore,Ichhawar,Dewas Naka,Agricultural,Private,10290.9,61629252,7.5,2,3,1296,11,Yes,0.6
Sehore,Jawar,Karadiya,Industrial,Institutional,9278.2,22730744,7.5,2,0,10440,3,Yes,9.7
Sehore,Sehore,Jhal,Mixed-use,Cooperative,9031.2,65051208,7.5,3,1,3846,9,No,2.0
Sehore,Nasrullaganj,Kurawar,Residential,Government,9163.7,10354438,7.5,2,2,2127,5,Yes,6.0
Sehore,Sehore,Kalapipal,Commercial,Government,4110.8,10402476,6.0,2,1,4266,4,No,7.5
Sehore,Sehore,Jhal,Mixed-use,Institutional,10996.3,55661542,6.0,3,1,4707,4,Yes,7.7
Sehore,Ichhawar,Gunaur,Agricultural,Institutional,390.7,1231451,6.0,2,4,5741,3,No,12.2
Sehore,Shyampur,Ladkheda Khurd,Residential,Government,8574.2,63906503,7.5,3,2,5403,4,No,12.1
Sehore,Shyampur,Ladkheda,Agricultural,Private,3938.5,7864422,7.5,2,0,666,13,No,5.6
Sehore,Shyampur,Ladkui,Agricultural,Institutional,11114.4,65398962,6.0,3,4,7154,7,No,11.8
Sehore,Nasrullaganj,Paraswada,Residential,Cooperative,10535.9,49103706,7.5,2,3,9622,1,Yes,16.9
Sehore,Shyampur,Bilkisganj,Residential,Private,14453.5,39301125,7.5,3,5,7390,2,No,7.9
Sehore,Rehti,Sonda Khurd,Industrial,Institutional,80.8,299740,7.5,3,0,11293,2,No,9.9
Sehore,Nasrullaganj,Jetpura,Mixed-use,Government,3129.8,20513817,6.0,3,4,8522,6,Yes,17.7
Sehore,Nasrullaganj,Harpura Khurd,Residential,Institutional,11740.6,50111557,7.5,2,3,5672,5,Yes,2.8
Sehore,Nasrullaganj,Bhopal Pura,Mixed-use,Cooperative,1155.7,8842850,7.5,2,2,7352,2,No,19.2
Sehore,Ichhawar,Dhodal,Residential,Government,8120.6,64723994,6.0,3,5,2875,13,No,17.5
Sehore,Nasrullaganj,Pipliya,Residential,Cooperative,11428.0,34226234,7.5,3,4,4055,13,No,17.2
Sehore,Ashta,Jetpura Kalan,Industrial,Government,4900.3,18652265,5.0,2,0,1351,14,Yes,8.8
Sehore,Sehore,Kalapipal Road,Agricultural,Private,14505.2,85335820,5.0,2,2,10580,15,No,3.0
Sehore,Shyampur,Paraswada,Agricultural,Cooperative,11404.1,15853766,5.0,3,2,6848,3,Yes,18.9
Sehore,Sehore,Ladkui,Agricultural,Institutional,10225.6,27509714,7.5,3,3,8384,13,No,15.0
Sehore,Jawar,Bilpank,Residential,Private,10140.0,22351741,5.0,3,3,11185,7,Yes,9.6
Sehore,Ashta,Mogra,Commercial,Private,13297.8,45367109,6.0,3,3,7062,3,No,17.8
Sehore,Sehore,Bagwada,Industrial,Cooperative,8109.7,53304760,7.5,3,3,4391,13,No,19.3
Sehore,Rehti,Bamuliya Kalan,Agricultural,Institutional,9778.9,83390470,7.5,3,1,9674,6,Yes,9.0
Sehore,Shyampur,Bamuliya,Residential,Government,7184.9,33954742,7.5,3,2,459,5,Yes,0.5
Sehore,Shyampur,Sonda Khurd,Industrial,Institutional,1281.3,7398460,6.0,2,2,1496,2,No,15.1
Sehore,Jawar,Dhaturiya Khurd,Commercial,Private,9360.1,13717327,5.0,2,4,4600,12,Yes,15.9
Sehore,Rehti,Pipalkheda,Agricultural,Government,3693.1,12276004,6.0,3,1,8657,13,No,13.1
Sehore,Sehore,Rasuliya,Commercial,Institutional,14311.2,118930434,7.5,2,3,7092,1,Yes,17.2
Sehore,Ashta,Jetpura,Industrial,Private,12843.6,71474108,5.0,2,0,4072,14,No,11.7
Sehore,Rehti,Sonda Khurd,Residential,Private,9032.1,64336245,7.5,3,2,1366,2,Yes,13.7
Sehore,Rehti,Rampura,Commercial,Cooperative,11830.3,38016132,6.0,2,2,5070,8,No,8.6
Sehore,Budhni,Pipliya,Industrial,Cooperative,10060.4,32649148,6.0,3,3,11047,11,No,11.0
Sehore,Ichhawar,Bamuliya Kalan,Residential,Institutional,10703.3,42287463,6.0,3,0,8680,11,Yes,5.6
Sehore,Ichhawar,Bilpank,Commercial,Private,10971.5,61374707,5.0,3,3,4732,14,Yes,6.4
Sehore,Shyampur,Banet Mal,Commercial,Cooperative,2687.0,6031048,6.0,2,2,1151,4,Yes,10.7
Sehore,Sehore,Rehti,Agricultural,Cooperative,4668.3,37070592,5.0,2,2,7484,12,No,3.4
Sehore,Shyampur,Dewas Naka,Agricultural,Government,119.7,433136,6.0,3,0,323,15,Yes,18.3
Sehore,Jawar,Rampura,Industrial,Government,12587.5,112493198,7.5,3,3,5130,15,No,9.6
Sehore,Budhni,Pipalia,Residential,Government,13786.6,22207992,7.5,2,0,2365,6,No,4.0
Sehore,Sehore,Karadiya,Mixed-use,Private,5291.0,45539267,7.5,3,5,2799,12,Yes,9.8
Sehore,Rehti,Magarda,Mixed-use,Private,12148.0,62928046,7.5,2,1,9126,7,No,7.3
Sehore,Budhni,Pachama,Industrial,Institutional,11387.8,27587130,7.5,2,0,9677,4,No,10.7
Sehore,Budhni,Gunaur,Residential,Private,14891.9,129323325,5.0,3,3,3147,5,Yes,14.1
Sehore,Ichhawar,Kankariya,Commercial,Private,10361.9,83003093,7.5,3,5,4017,13,Yes,16.8
Sehore,Budhni,Bhopal Pura,Residential,Institutional,2388.7,19675296,6.0,2,0,4895,12,No,1.9
Sehore,Jawar,Bilkisganj,Agricultural,Institutional,5487.7,42759056,5.0,3,1,688,4,Yes,16.2
Sehore,Nasrullaganj,Ashta,Industrial,Cooperative,8029.7,51179293,5.0,2,4,6722,6,No,13.3
Sehore,Rehti,Karadiya,Industrial,Cooperative,11142.0,74243195,5.0,3,2,5023,2,Yes,12.0
Sehore,Budhni,Patla,Industrial,Institutional,5171.3,7449832,6.0,2,4,1737,1,No,19.4
Sehore,Sehore,Rasuliya Khurd,Industrial,Private,337.7,2756095,7.5,2,1,10931,5,Yes,16.0
Sehore,Budhni,Ladkheda,Mixed-use,Government,6307.7,31712986,5.0,2,5,1421,11,No,7.2
Sehore,Sehore,Dhaturiya,Industrial,Cooperative,14322.7,17814802,5.0,3,3,9436,13,Yes,14.9
Sehore,Ashta,Kachnariya,Mixed-use,Government,2156.2,15949894,7.5,3,3,2171,13,Yes,11.1
Sehore,Shyampur,Jawar,Commercial,Government,2254.8,3095867,7.5,3,2,9206,6,No,14.7
Sehore,Nasrullaganj,Salkanpur,Mixed-use,Cooperative,14094.0,30414632,6.0,2,2,5533,3,Yes,6.7
Sehore,Ashta,Patla,Mixed-use,Cooperative,317.8,1284175,6.0,2,1,3030,5,Yes,8.4
Sehore,Rehti,Dewas Naka,Industrial,Institutional,6811.2,50655909,7.5,3,0,11813,10,Yes,5.2
Sehore,Budhni,Rasuliya Kalan,Mixed-use,Institutional,6579.9,57268122,6.0,2,0,1586,15,No,6.7
Sehore,Rehti,Jhal,Commercial,Government,7761.2,38317787,7.5,3,5,6290,6,No,14.0
Sehore,Jawar,Doraha,Commercial,Cooperative,9912.3,14072834,7.5,2,1,9742,1,Yes,19.8
Sehore,Jawar,Harpura Mal,Industrial,Private,13837.8,67195737,7.5,3,5,7377,15,Yes,15.1
Sehore,Ashta,Ladkui,Mixed-use,Private,3173.1,6251088,7.5,3,4,9665,13,No,14.6
Sehore,Ichhawar,Bilpank,Agricultural,Institutional,1175.4,7863877,5.0,3,3,9280,12,Yes,19.1
Sehore,Jawar,Kankariya,Industrial,Government,8447.1,48217666,5.0,3,3,3573,11,Yes,16.4
Sehore,Rehti,Amlaha,Commercial,Cooperative,7441.9,55536125,6.0,3,5,8712,12,No,16.7
Sehore,Rehti,Pachama,Commercial,Government,5564.0,35099172,7.5,2,1,8660,15,Yes,14.4
Sehore,Ashta,Barkheda,Mixed-use,Government,2381.6,9498137,5.0,3,4,8475,6,No,10.8
Sehore,Nasrullaganj,Banet Mal,Industrial,Cooperative,13607.2,83182295,7.5,2,4,6590,5,No,16.1
Sehore,Jawar,Borkhedi,Agricultural,Institutional,8652.0,66167097,6.0,3,1,1350,4,No,12.8
Sehore,Budhni,Borkhedi,Agricultural,Institutional,10280.5,68601305,7.5,2,4,11519,10,No,5.6
Sehore,Shyampur,Mardikhurd,Residential,Private,10609.9,35321002,7.5,3,5,2613,7,No,6.5
Sehore,Budhni,Dhaturiya Khurd,Residential,Cooperative,6412.1,23578327,6.0,3,2,5264,2,No,15.6
Sehore,Sehore,Kankariya,Residential,Cooperative,6653.7,38530340,5.0,2,0,9318,4,No,14.8
Sehore,Ichhawar,Nasrullaganj,Residential,Cooperative,11781.5,90682075,5.0,3,4,7838,11,Yes,3.5
Sehore,Nasrullaganj,Patla,Commercial,Institutional,11409.1,83686232,5.0,3,5,9883,3,No,7.7
Sehore,Ashta,Bilpank,Mixed-use,Institutional,6583.5,43143405,5.0,2,2,182,13,Yes,4.0
Sehore,Nasrullaganj,Gunaur,Residential,Private,12590.5,46196447,5.0,3,5,4015,6,No,8.1
Sehore,Shyampur,Kachhi Barod,Agricultural,Institutional,3977.3,17240128,5.0,3,1,9647,3,No,0.9
Sehore,Sehore,Jamuniya,Agricultural,Cooperative,9524.2,20022621,5.0,2,5,5501,12,Yes,8.0
Sehore,Nasrullaganj,Bamuliya Khurd,Mixed-use,Private,1677.7,10950334,7.5,3,3,7331,12,Yes,16.1
Sehore,Rehti,Shyampur,Commercial,Private,13201.8,113456435,6.0,2,4,4078,14,Yes,13.5
Sehore,Shyampur,Magarda,Agricultural,Government,1413.0,3207113,5.0,3,2,3614,10,No,8.0
Sehore,Nasrullaganj,Pathar,Industrial,Private,6731.5,39554849,5.0,3,2,1396,11,Yes,12.2
Sehore,Budhni,Paraswada,Industrial,Institutional,5605.3,12474112,7.5,3,2,1622,13,No,12.1
Sehore,Ichhawar,Magarda,Commercial,Private,6487.3,20790117,7.5,2,4,11075,13,Yes,10.4
Sehore,Rehti,Bamuliya Mal,Mixed-use,Cooperative,4139.9,18875999,6.0,3,2,9591,15,Yes,9.7
Sehore,Rehti,Harpura Khurd,Agricultural,Institutional,9757.7,65053663,7.5,3,1,7126,9,No,13.2
Sehore,Budhni,Magarda,Industrial,Government,14265.2,97108807,7.5,3,4,930,8,No,18.9
